Country;Region;Owner;Variety;Number of bags;Bag weight;Aroma;Acidity;Sweetness;Total score;Price
Brazil;south of minas;nucoffee;Mundo Novo;25;600;7.75;7.5;10;83.17;3.720272644
Brazil;south of minas;nucoffee;Other;90;600;7.58;7.5;10;83.17;3.683564618
Brazil;south of minas;nucoffee;Mundo Novo;50;600;7.75;7.5;10;83.17;3.62290671
Brazil;mogiana;nucoffee;Mundo Novo;100;600;7.92;7.58;10;83.17;4.309143968
Uganda;eastern;kabum trading company;SL14;84;600;8;7.42;10;83.17;3.996067166
China;yunnan;yunnan coffee exchange;Catimor;3;600;7.5;7.67;10;83.17;3.883997463
China;dehong prefecture;yunnan coffee exchange;Catimor;3;600;7.67;7.67;10;83.17;3.470465655
Brazil;grama valley;nucoffee;Yellow Bourbon;30;600;7.75;7.58;10;83.25;3.445682675
Brazil;campos altos - cerrado;bourbon specialty coffees;Other;300;600;7.58;7.5;10;83.25;4.21147509
Burundi;kayanza;steven kil;Bourbon;220;600;7.75;7.5;10;83.33;3.878042396
United States;kona;kona pacific farmers cooperative;Other;12;600;7.5;7.67;10;83.42;3.522348539
Brazil;vale da grama;bourbon specialty coffees;Yellow Bourbon;300;600;7.33;7.5;10;83.42;4.293748045
Ethiopia;oromia;debesa agro industry plc;Other;320;600;7.67;7.58;10;83.5;4.030334887
India;chikmagalur karnataka indua;nishant gurjer;Other;320;600;8;8;8;83.5;3.891538908
Brazil;south of minas;nucoffee;Catuai;33;600;7.83;7.75;10;83.58;3.89907758
Uganda;eastern;bulamburi coffee farmers association;SL14;100;600;7.67;7.75;10;83.58;3.934698433
Ethiopia;yirgacheffe;essencecoffee;Other;250;600;7.75;7.67;10;83.58;4.127513308
China;yunnan;yunnan coffee exchange;Catimor;3;600;7.67;7.58;10;83.58;4.249917136
Indonesia;east java;ekai international company ltd.;Typica;10;600;8.17;7.58;10;83.67;3.469916665
Brazil;south of minas;ipanema coffees;Bourbon;320;600;7.58;7.75;10;83.67;3.823395544
Kenya;meru county;kennedy macharia;SL28;200;600;8.08;7.58;10;83.67;4.214939335
Uganda;west nile;nile highland arabica coffee farmers;Bourbon;320;600;8;7.75;10;83.75;4.096637767
Uganda;sheema south western;ankole coffee producers coop;Other;300;600;7.83;7.92;8;83.75;4.013133711
China;yunnan;yunnan coffee exchange;Catimor;3;600;7.83;7.5;10;83.75;4.437942656
Thailand;nan;doi tung development project;Other;1;600;7.5;7.58;10;83.83;3.527305995
Ethiopia;oromia;yasmin cofffee plantation plc;Other;320;600;7.75;7.67;10;83.83;4.207183719
Brazil;south of minas;ipanema coffees;Bourbon;320;600;7.58;7.75;10;83.92;3.41415548
Thailand;nan;doi tung development project;Other;1;600;7.58;7.75;10;84;4.000364231
Kenya;blend;ibero kenya limited;SL34;300;600;7.67;7.75;10;84;4.301027542
Uganda;kasese;afca;Other;320;600;7.92;7.67;10;84;4.100457912
Ethiopia;sidamo;lusso lab;Other;50;600;7.75;7.58;10;84;3.544324709
Ethiopia;sidamo;kyagalanyi coffee ltd;Gesha;320;600;7.83;7.75;10;84;3.420981497
Ethiopia;ethiopia, sidamo;steven kil;Other;100;600;7.92;8;8.67;84.08;3.597304716
Uganda;mt. rwenzori;afca;Other;320;600;7.83;7.83;10;84.17;3.623755658
Uganda;kasese;afca;Other;1;600;8.17;7.67;10;84.25;4.318179126
China;yunnan;yunnan coffee exchange;Catimor;3;600;7.83;7.75;10;84.25;3.918992946
Brazil;vale da grama;nucoffee;Yellow Bourbon;75;600;8.17;7.75;10;84.33;4.217710921
Brazil;south of minas;nucoffee;Other;80;600;8;7.5;10;84.33;4.091748924
Kenya;nyeri;dream together;SL28;235;600;7.92;8;10;84.5;4.337396252
China;yunnan;yunnan coffee exchange;Catimor;3;600;7.75;7.83;10;84.5;3.933069681
Brazil;vale da grama;nucoffee;Bourbon;37;600;8;7.75;10;84.58;3.522963804
Brazil;mountains of minas gerais;nucoffee;Catuai;35;600;8.5;7.75;10;84.58;3.987730763
Kenya;nyeri;daniel magu;Peaberry;100;600;7.83;7.75;10;84.58;4.194169495
Kenya;nyeri;dream together;SL28;235;600;7.75;8;10;84.67;3.853590881
Uganda;mbale;afca;Other;320;600;7.92;7.92;10;84.67;3.424084009
Kenya;nyeri;lydiah mwangi;SL34;150;600;7.92;7.92;10;84.75;3.458906794
Uganda;eastern;kawacom uganda ltd;SL14;1;600;7.75;7.67;10;84.83;4.368024304
Brazil;south of minas;nucoffee;Bourbon;4;600;8;7.75;10;84.92;4.453361447
Brazil;south of minas;nucoffee;Catuai;10;600;8;8;10;84.92;3.476789136
Kenya;central kenya;rashid moledina & co. (msa) ltd.;SL34;38;600;7.75;8.08;10;85;4.326059385
Brazil;grama valley;nucoffee;Mundo Novo;31;600;8;7.83;10;85;4.488539683
Kenya;nan;simon mahinda;Other;170;600;8.17;7.75;10;85;3.918050693
Uganda;eastern uganda;kyagalanyi coffee ltd;SL14;200;600;8.17;7.75;10;85;3.684435475
Ethiopia;aricha;steven kil;Other;100;600;8.42;8;10;85.08;3.438479372
Indonesia;lintong;nomura trading co., ltd.;Sumatra Lintong;54;600;7.75;8;10;85.17;4.416400976
Kenya;central kenya;rashid moledina & co. (msa) ltd.;SL34;20;600;7.83;8.08;10;85.33;3.444451138
Kenya;central kenya;ibero kenya limited;SL34;300;600;8;8.08;10;85.33;3.954185022
China;yunnan;yunnan coffee exchange;Catimor;3;600;8;7.83;10;85.33;3.870167186
Brazil;south of minas;nucoffee;Bourbon;5;600;8;7.67;10;85.42;3.682656979
Uganda;kapchorwa;great lakes coffee uganda;SL14;150;600;8.08;7.67;10;85.42;3.865953108
Ethiopia;oromia;assefa belay coffee producer;Other;320;600;7.75;8.17;10;85.42;4.425689995
Uganda;bulambuli eastern region;kyagalanyi ltd;SL14;320;600;8.33;7.92;10;85.5;4.283625163
Panama;boquete;essencecoffee;Caturra;100;600;8;7.83;10;85.5;4.436337718
Kenya;kirinyaga;essencecoffee;SL28;16;600;7.92;8.08;10;85.5;4.017300205
Ethiopia;oromia;assefa belay coffee producer;Other;320;600;7.83;7.92;10;85.5;3.62126101
Papua New Guinea;eastern highlands province;colbran coffeelands, ltd.;Other;7;600;8.33;8.33;10;85.75;4.432399169
Ethiopia;oromia;ibrahim hussien speciality coffee producer &export;Other;320;600;7.83;8.08;10;85.83;4.186197711
Panama;boquete;gonzalo hernandez;Gesha;37;600;8;8.08;10;85.83;3.985274793
Uganda;eastern;kawacom uganda ltd;SL14;1;600;8.17;8.08;10;85.92;4.194642043
Uganda;sipi, mt elgon;afca;Other;1;600;8.25;8.08;10;86;4.247154046
Uganda;eastern uganda;great lakes coffee uganda;Other;1;600;8.08;7.92;10;86;3.557718368
Brazil;south of minas;nucoffee;Bourbon;7;600;8.33;8;10;86.08;3.449757497
Kenya;nyeri;jungle estate;SL28;12;600;8.08;8;10;86.08;4.429701378
Brazil;sul de minas - carmo de minas;jacques pereira carneiro;Yellow Bourbon;300;600;8.17;7.75;10;86.17;3.669802084
Brazil;sul de minas - carmo de minas;jacques pereira carneiro;Yellow Bourbon;300;600;8.42;7.75;10;86.17;4.410150256
Ethiopia;oromia;hider abamecha;Other;320;600;8;8;10;86.25;3.684142416
Brazil;vale da grama;nucoffee;Bourbon;29;600;8.5;7.75;10;86.42;3.993241063
Uganda;kapchorwa eastern;kabum trading company;SL14;100;600;8.42;8.17;10;86.83;3.675602096
Brazil;south of minas;nucoffee;Bourbon;3;600;8.5;8;10;86.92;4.065866034
Ethiopia;sidamo;ji-ae ahn;Other;100;600;8.42;8.17;10;87.08;4.294475151
Ethiopia;gedio;essencecoffee;Ethiopian Yirgacheffe;250;600;8.17;8.17;10;87.25;3.753276404
China;yunnan;yunnan coffee exchange;Catimor;3;600;8.42;8.17;10;87.25;4.288059969
Ethiopia;oromia;mohammed lalo;Other;300;600;8.17;8.5;10;88.08;4.211114763
Ethiopia;snnp/kaffa zone,gimbowereda;diamond enterprise plc;Other;50;600;8.08;8.5;10;88.25;4.146741007
Ethiopia;guji-hambela;metad plc;Other;300;600;8.25;8.5;10;88.83;3.60675891
Ethiopia;oromia;yidnekachew dabessa;Other;320;600;8.17;8.42;10;89;3.525594356
Ethiopia;guji-hambela;metad plc;Other;300;600;8.75;8.58;10;89.92;4.017175675
Ethiopia;guji-hambela;metad plc;Other;300;600;8.67;8.75;10;90.58;4.412798796
Honduras;comayagua;bismarck castro;Caturra;275;650;7.42;7.92;10;84;3.808086527
Honduras;comayagua;bismarck castro;Caturra;275;650;7.92;7.67;10;84.33;4.063383651
Honduras;comayagua;bismarck castro;Caturra;274;650;7.58;7.33;10;81.92;3.87270883
Costa Rica;nan;amanda powers;Other;275;650;7.58;7.75;10;84;4.224812051
Nicaragua;jalapa;exportadora atlantic, s.a.;Caturra;550;700;7.25;6.25;6;63.08;3.716134945
Mexico;sierra alta mixe y zapoteca;kurt kappeli;Typica;280;700;7.08;7.08;8;72.92;3.982377676
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;6.5;7.5;8.67;74.33;3.6087211
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.5;7.5;8.67;76.33;3.670420759
Guatemala;oriente;juan luis alvarado romero;Other;275;700;7.33;7.17;9.33;77.33;3.977630504
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7;7.17;10;78;3.862987943
Guatemala;oriente;juan luis alvarado romero;Other;275;700;7.42;7.33;9.33;78;3.985720714
Guatemala;oriente;juan luis alvarado romero;Other;275;700;7.17;7;10;78.33;3.593682877
Guatemala;oriente;juan luis alvarado romero;Other;250;700;7.33;7.58;10;78.58;3.512044088
Nicaragua;nueva segovia;exportadora atlantic, s.a.;Other;275;700;7.08;6.83;10;78.58;4.317953534
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.33;7.25;10;78.75;4.171362948
Peru;san ignacio;sustainable harvest coffee;Typica;280;700;7.67;7.25;9.33;79;4.202927366
Guatemala;oriente;juan luis alvarado romero;Other;250;700;7.33;7.42;10;79;3.491879297
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.58;7.42;8.67;79.08;4.052670894
Guatemala;nuevo oriente;juan luis alvarado romero;Catuai;275;700;7.25;7.25;10;79.17;3.560211493
Guatemala;occidente;juan luis alvarado romero;Bourbon;250;700;7.08;7.42;10;79.17;4.267810358
Guatemala;santa rosa;juan luis alvarado romero;Bourbon;50;700;7.33;7.42;9.33;79.17;4.448141037
Honduras;ocotepeque;janny marlith torres;Catuai;15;700;7.58;6.92;10;79.17;4.063367842
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.08;7.58;9.33;79.42;4.374889329
Guatemala;oriente;juan luis alvarado romero;Other;275;700;7.25;7;10;79.42;4.373243609
Nicaragua;jinotega;cooperativa el gorrion r.l;Caturra;275;700;6.92;7.42;10;79.5;3.704777678
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.5;7.08;10;79.67;4.083642342
Guatemala;oriente;juan luis alvarado romero;Bourbon;25;700;7.42;7.58;9.33;79.67;4.152757579
Guatemala;antigua;lusso lab;Bourbon;275;700;7.58;7.33;9.33;79.75;3.907812693
Guatemala;oriente;juan luis alvarado romero;Bourbon;25;700;7.5;7.58;9.33;79.75;3.823146708
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.33;7.33;10;79.83;3.690843613
Nicaragua;jinotega;comercial internacional exportadora, s.a.;Caturra;275;700;7.33;7.08;10;80;4.234617923
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.33;7.17;10;80.17;4.411323783
Honduras;comayagua;bismarck castro;Caturra;275;700;7.25;7;10;80.25;4.350173683
Mexico;sierra madre occidental;cafe de don balbino s.c. de r.l. de c.v.;Caturra;60;700;7.25;7.33;10;80.25;4.256610791
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.33;7.5;10;80.33;3.894099906
Honduras;marcala;cadexsa;Other;275;700;7.25;7.42;10;80.42;4.423026401
Guatemala;oriente;juan luis alvarado romero;Other;275;700;7.5;7.5;10;80.5;3.470449835
Guatemala;santa rosa;juan luis alvarado romero;Caturra;275;700;7.33;7.17;10;80.5;4.495653571
Honduras;ocotepeque;janny marlith torres;Catuai;15;700;7.58;7.17;10;80.5;3.694281413
Honduras;occidental;beneficio santa rosa;Caturra;275;700;7.5;7.42;10;80.58;4.480637878
Guatemala;huehuetenango;juan luis alvarado romero;Bourbon;275;700;7.17;7.5;10;80.58;3.994080435
Nicaragua;nueva segovia;exportadora atlantic, s.a.;Other;275;700;7.08;7.25;10;80.58;4.497256553
Guatemala;san lucas toliman, solola;juan luis alvarado romero;Bourbon;250;700;7.67;7.5;10;80.67;3.898919215
Guatemala;huehuetenango;juan luis alvarado romero;Caturra;275;700;7.5;7.42;10;80.75;4.274785038
Nicaragua;jinotega;comercial internacional exportadora, s.a.;Other;275;700;7.25;7.25;10;80.75;3.974393304
Guatemala;jalapa;juan luis alvarado romero;Pacas;250;700;7.58;7.5;10;80.92;3.96414542
Guatemala;oriente;juan luis alvarado romero;Bourbon;25;700;7.67;7.58;9.33;80.92;4.395707578
Mexico;veracruz;grupo santab s.a de c.v.;Bourbon;240;700;7.5;7.42;10;80.92;3.741937909
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.5;7.25;10;81;3.872045613
Guatemala;norte;juan luis alvarado romero;Bourbon;120;700;7.42;7.5;10;81;3.518915049
Nicaragua;jinotega;rolando lacayo;Other;275;700;7.33;7.42;10;81.08;3.629065856
Nicaragua;dipilto, nueva segovia;exportadora atlantic, s.a.;Other;275;700;7.33;7.17;10;81.17;4.447156043
Guatemala;sacatepequez, guatemala;juan luis alvarado romero;Caturra;250;700;7.5;7.58;10;81.25;3.939984795
Nicaragua;jinotega;comercial internacional exportadora, s.a.;Catuai;275;700;7.08;7.17;10;81.25;3.484931164
Mexico;veracruz;angel oscar medina rodriguez;Other;220;700;7.67;7.42;10;81.33;3.705121586
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.42;7.42;10;81.42;3.732958151
Guatemala;san lucas toliman, solola;juan luis alvarado romero;Bourbon;250;700;7.42;7.42;10;81.42;3.67639888
Guatemala;san marcos;juan luis alvarado romero;Catuai;450;700;7.42;7.58;10;81.42;4.313503518
Mexico;veracruz;cafes tomari sa de cv;Mundo Novo;200;700;7.58;7.33;10;81.42;3.429791606
Guatemala;oriente;juan luis alvarado romero;Other;250;700;7.5;7.58;10;81.5;3.478173899
Guatemala;santa rosa;juan luis alvarado romero;Bourbon;50;700;7.67;7.42;10;81.5;3.761504706
Nicaragua;jalapa;exportadora atlantic, s.a.;Caturra;550;700;7.5;7.33;10;81.5;3.971015656
Honduras;comayagua;elsy reyes;Caturra;275;700;7.5;7.42;10;81.5;4.239549463
Guatemala;santa rosa;juan luis alvarado romero;Bourbon;50;700;7.5;7.25;10;81.5;3.452388197
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.42;7.58;10;81.58;4.248692263
Costa Rica;turrialba;ceca, s.a.;Caturra;250;700;7.58;7.17;10;81.58;3.91788513
Guatemala;huehuetenango;juan luis alvarado romero;Bourbon;25;700;7.42;7.5;10;81.58;3.473217269
Honduras;western region;mdh;Catimor;275;700;7.5;7.42;10;81.58;3.742818529
Guatemala;jalapa;juan luis alvarado romero;Bourbon;275;700;7.5;7.33;10;81.67;4.313825892
Costa Rica;tarrazu;ceca, s.a.;Caturra;275;700;7.5;7.17;10;81.67;4.429455223
Honduras;marcala;cadexsa;Catuai;275;700;7.58;7.33;10;81.67;3.651896134
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.42;7.42;10;81.67;3.514580752
Guatemala;santa rosa;juan luis alvarado romero;Bourbon;80;700;7.42;7.67;10;81.67;3.560202376
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.5;7.42;10;81.75;4.371723757
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.83;7.33;9.33;81.83;3.749002296
Guatemala;norte;juan luis alvarado romero;Bourbon;130;700;7.58;7.42;10;81.83;4.08160859
Guatemala;oriente;juan luis alvarado romero;Bourbon;25;700;7.42;7.5;10;81.83;4.40574984
Guatemala;oriente;juan luis alvarado romero;Bourbon;25;700;7.58;7.58;10;81.92;3.513407482
Guatemala;santa rosa;juan luis alvarado romero;Bourbon;50;700;7.5;7.42;10;81.92;4.32483158
Honduras;occidental;beneficio santa rosa;Caturra;275;700;7.33;7.5;10;82;3.91494641
Costa Rica;turrialba;ceca, s.a.;Caturra;150;700;7.58;7.33;10;82.08;3.719938661
Guatemala;atitlan;essencecoffee;Bourbon;250;700;7.42;7.5;10;82.17;3.626107529
Honduras;comayagua;bismarck castro;Caturra;200;700;7.5;7.42;10;82.17;3.871995865
Guatemala;nuevo oriente;juan luis alvarado romero;Pacas;275;700;7.67;7.67;10;82.25;4.394455731
Guatemala;jalapa;juan luis alvarado romero;Bourbon;275;700;7.67;7.67;10;82.33;3.542437876
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.5;7.5;10;82.33;4.358623412
Guatemala;jalapa;juan luis alvarado romero;Pacas;250;700;7.58;7.58;10;82.33;3.994313073
Costa Rica;tarrazu;ceca, s.a.;Caturra;100;700;7.75;7.25;10;82.33;3.469989792
Costa Rica;tarrazu;rodrigo soto;Catuai;130;700;7.75;7.5;10;82.33;3.706843729
Guatemala;huehuetenango;juan luis alvarado romero;Bourbon;275;700;7.5;7.83;10;82.33;3.600979854
Honduras;comayagua;bismarck castro;Caturra;275;700;7.5;7.5;10;82.33;4.121146645
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.67;7.67;10;82.42;4.443290673
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.58;7.75;10;82.42;3.859493242
Guatemala;el progreso;juan luis alvarado romero;Bourbon;20;700;7.58;7.67;10;82.42;3.620620897
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.83;7.67;10;82.5;3.927123938
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.83;7.33;10;82.5;4.191064485
Guatemala;oriente;juan luis alvarado romero;Bourbon;50;700;7.5;7.5;10;82.5;3.663995237
Honduras;comayagua;elsy reyes;Caturra;275;700;7.58;7.5;10;82.5;3.818550291
Guatemala;oriente;juan luis alvarado romero;Bourbon;25;700;7.5;7.75;10;82.58;4.183294399
Guatemala;antigua;juan luis alvarado romero;Caturra;275;700;7.67;7.67;10;82.67;4.394165887
Guatemala;jalapa;juan luis alvarado romero;Pacas;250;700;7.75;7.75;10;82.75;3.560633442
Costa Rica;tarrazu;ceca, s.a.;Caturra;250;700;7.58;7.67;10;82.75;4.307936845
Guatemala;santa rosa;juan luis alvarado romero;Caturra;275;700;7.58;7.58;10;82.75;3.872080497
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.5;7.67;10;82.75;4.307847799
Guatemala;santa rosa;juan luis alvarado romero;Bourbon;50;700;7.5;7.58;10;82.75;3.86938973
Guatemala;oriente;juan luis alvarado romero;Bourbon;25;700;7.42;7.67;10;82.75;3.602626311
Guatemala;el progreso;juan luis alvarado romero;Bourbon;25;700;7.58;7.58;10;82.75;4.191695498
Honduras;comayagua;bismarck castro;Caturra;275;700;7.58;7.58;10;82.75;3.711523248
Guatemala;antigua;juan luis alvarado romero;Bourbon;250;700;7.67;7.67;10;82.83;4.418256619
Guatemala;oriente;juan luis alvarado romero;Bourbon;80;700;7.58;7.67;10;82.83;3.943547421
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.5;7.67;10;82.83;3.891925177
Guatemala;huehuetenango;juan luis alvarado romero;Bourbon;250;700;7.83;7.92;10;82.92;4.173024234
Guatemala;antigua;juan luis alvarado romero;Bourbon;250;700;7.75;7.58;10;82.92;3.595374021
Guatemala;antigua;juan luis alvarado romero;Caturra;26;700;7.67;7.5;10;82.92;3.742854137
Guatemala;antigua;juan luis alvarado romero;Bourbon;26;700;7.67;7.83;10;83;4.494174907
Guatemala;nuevo oriente;juan luis alvarado romero;Catuai;275;700;7.67;7.92;10;83;3.873961114
Guatemala;el tumbador, san marcos;juan luis alvarado romero;Catuai;200;700;7.75;7.75;10;83;3.488679206
Guatemala;antigua;juan luis alvarado romero;Bourbon;250;700;7.83;7.67;10;83;4.242473393
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.67;7.67;10;83.17;3.801739723
Guatemala;san marcos;juan luis alvarado romero;Catuai;200;700;7.33;8.17;10;83.17;3.721468174
Guatemala;antigua;juan luis alvarado romero;Bourbon;150;700;7.5;7.83;10;83.17;3.682961152
Guatemala;oriente;juan luis alvarado romero;Bourbon;100;700;7.92;7.75;10;83.17;3.819030612
Honduras;marcala;cadexsa;Catuai;275;700;7.67;7.67;10;83.17;3.525121479
Guatemala;oriente;juan luis alvarado romero;Bourbon;275;700;7.58;7.67;10;83.17;3.593756507
Guatemala;antigua;juan luis alvarado romero;Caturra;26;700;7.5;7.67;10;83.25;4.191890875
Costa Rica;tarrazu;rodrigo soto;Other;275;700;7.83;7.67;10;83.25;3.922563172
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.83;7.67;10;83.33;4.182043362
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.75;7.83;10;83.42;4.121317751
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.67;7.42;10;83.42;3.469194844
Guatemala;antigua;juan luis alvarado romero;Caturra;250;700;7.67;7.83;10;83.42;3.563388425
Costa Rica;tarrazu;ceca, s.a.;Caturra;275;700;7.58;7.92;10;83.42;4.050652769
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.67;7.58;10;83.42;4.351515689
Guatemala;atitlan;juan luis alvarado romero;Caturra;275;700;7.83;8;10;83.5;3.828322962
Costa Rica;tarrazu;ceca, s.a.;Caturra;245;700;7.92;7.67;10;83.5;3.768082906
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.67;7.83;10;83.5;4.116762584
Guatemala;huehuetenango;juan luis alvarado romero;Caturra;275;700;7.75;7.83;10;83.58;4.148644393
Guatemala;sacatepequez, guatemala;juan luis alvarado romero;Caturra;250;700;7.67;8;10;83.67;4.039993101
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.67;7.67;10;83.67;3.757854639
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.83;7.67;10;83.67;4.082119784
Guatemala;huehuetenango;juan luis alvarado romero;Bourbon;275;700;8;8;10;83.67;3.733937119
Honduras;comayagua;bismarck castro;Caturra;285;700;7.5;7.67;10;83.67;3.898888827
Nicaragua;jinotega;comercial internacional exportadora, s.a.;Caturra;275;700;7.67;7.67;10;83.67;4.168652487
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.5;7.83;10;83.83;3.528324332
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.58;8;10;83.83;3.62924058
Costa Rica;tarrazu;ceca, s.a.;Caturra;275;700;7.67;7.67;10;83.83;3.725688359
Guatemala;antigua;juan luis alvarado romero;Bourbon;100;700;7.75;7.75;10;83.83;3.444945895
Mexico;veracruz;cafes tomari sa de cv;Mundo Novo;200;700;7.83;7.92;10;83.92;3.611327185
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.92;7.92;10;84;4.25820269
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.75;7.83;10;84;3.825095606
Guatemala;huehuetenango;juan luis alvarado romero;Caturra;275;700;7.67;7.92;10;84;3.518352822
Guatemala;oriente;juan luis alvarado romero;Bourbon;50;700;8;7.58;10;84.08;4.080449583
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.92;7.67;10;84.17;4.254153671
Costa Rica;tarrazu;ceca, s.a.;Caturra;320;700;7.67;7.75;10;84.17;3.912608924
Costa Rica;tarrazu;wayner jimenez;Caturra;150;700;7.92;7.67;10;84.17;4.051061553
Guatemala;huehuetenango;juan luis alvarado romero;Caturra;275;700;7.75;8;10;84.17;3.831299089
Guatemala;solola;juan luis alvarado romero;Caturra;377;700;7.75;7.92;10;84.17;3.408937489
Guatemala;norte;juan luis alvarado romero;Bourbon;130;700;7.58;7.83;10;84.17;4.310407297
Guatemala;san marcos;juan luis alvarado romero;Bourbon;50;700;7.75;7.83;10;84.17;3.888530486
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;7.83;7.92;10;84.25;4.010393485
Guatemala;huehuetenango;juan luis alvarado romero;Caturra;275;700;7.75;8.08;10;84.25;3.448856072
Guatemala;antigua;juan luis alvarado romero;Caturra;230;700;7.75;7.92;10;84.25;4.36317198
Honduras;central region;bismarck castro;Catuai;275;700;7.58;7.75;10;84.33;3.823361473
Guatemala;el tumbador, san marcos;juan luis alvarado romero;Bourbon;250;700;7.67;8;10;84.5;3.593375893
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;8.17;7.83;10;84.5;4.02738187
Guatemala;jalapa;juan luis alvarado romero;Pacas;250;700;7.75;7.92;10;84.58;4.47608009
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;8;7.58;10;84.58;3.655348111
Costa Rica;costa rica;essencecoffee;Other;20;700;7.67;7.75;10;84.67;4.298695429
Costa Rica;tarrazu;rodrigo soto;Catuai;15;700;8.08;7.83;10;84.67;3.826392773
Guatemala;oriente;juan luis alvarado romero;Bourbon;250;700;8;8;10;85.25;4.276420993
Guatemala;huehuetenango;juan luis alvarado romero;Bourbon;250;700;8;8.33;10;85.5;3.946972531
Guatemala;nuevo oriente;juan luis alvarado romero;Bourbon;80;700;7.92;8.08;10;85.92;3.806870635
Honduras;comayagua;bismarck castro;Caturra;275;700;8.17;8;10;86.67;3.816895846
Peru;nan;hugo valdivia;Other;100;700;8.42;8.5;10;88.75;4.163180378
Colombia;cundinamarca;exportadora de cafe condor s.a;Caturra;250;700;7.83;7.42;10;79.5;3.570298791
Colombia;guayata;racafe & cia s.c.a;Caturra;43;700;7.67;5.25;10;81;4.360273518
Colombia;huila;racafe & cia s.c.a;Caturra;230;700;7.5;7.17;10;81.33;3.704498011
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.5;7.17;10;81.42;3.512850933
Colombia;la plata;racafe & cia s.c.a;Other;165;700;7.75;7.67;10;81.67;3.87225715
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.33;7.33;10;81.75;3.551077183
Colombia;huila;racafe & cia s.c.a;Caturra;50;700;7.5;7.42;10;81.83;4.148156265
Colombia;huila;racafe & cia s.c.a;Caturra;250;700;7.33;7.5;10;82;4.342021831
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.33;7.58;10;82.17;4.214327769
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.5;7.33;10;82.25;3.791382858
Colombia;huila;racafe & cia s.c.a;Caturra;100;700;7.67;7.33;10;82.25;4.135009944
Colombia;huila;carcafe ltda ci;Caturra;250;700;7.83;7.25;10;82.33;3.583322085
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.5;7.5;10;82.33;4.493063043
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.33;7.58;10;82.42;4.243474362
Colombia;huila;carcafe ltda ci;Caturra;250;700;7.67;7.42;10;82.42;4.363020216
Colombia;huila;racafe & cia s.c.a;Caturra;250;700;7.67;7.5;10;82.42;3.453517621
Colombia;guayata;racafe & cia s.c.a;Caturra;43;700;5.08;7.75;10;82.42;3.765528342
Colombia;huila;racafe & cia s.c.a;Caturra;275;700;7.67;7.5;10;82.5;3.611760783
Colombia;huila;exportadora de cafe condor s.a;Caturra;250;700;7.5;7.42;10;82.5;3.750008206
